elapsed_time,V1
'00:00:38.136',0.515
'00:00:38.139',0.520
'00:00:38.142',0.530
'00:00:38.144',0.525
'00:00:38.147',0.510
'00:00:38.150',0.470
'00:00:38.153',0.465
'00:00:38.156',0.460
'00:00:38.158',0.470
'00:00:38.161',0.455
'00:00:38.164',0.450
'00:00:38.167',0.425
'00:00:38.169',0.410
'00:00:38.172',0.415
'00:00:38.175',0.415
'00:00:38.178',0.400
'00:00:38.181',0.380
'00:00:38.183',0.370
'00:00:38.186',0.355
'00:00:38.189',0.365
'00:00:38.192',0.360
'00:00:38.194',0.340
'00:00:38.197',0.320
'00:00:38.200',0.310
'00:00:38.203',0.305
'00:00:38.206',0.300
'00:00:38.208',0.305
'00:00:38.211',0.295
'00:00:38.214',0.290
'00:00:38.217',0.275
'00:00:38.219',0.285
'00:00:38.222',0.280
'00:00:38.225',0.290
'00:00:38.228',0.300
'00:00:38.231',0.275
'00:00:38.233',0.275
'00:00:38.236',0.260
'00:00:38.239',0.275
'00:00:38.242',0.290
'00:00:38.244',0.280
'00:00:38.247',0.275
'00:00:38.250',0.260
'00:00:38.253',0.255
'00:00:38.256',0.265
'00:00:38.258',0.280
'00:00:38.261',0.275
'00:00:38.264',0.285
'00:00:38.267',0.265
'00:00:38.269',0.270
'00:00:38.272',0.260
'00:00:38.275',0.265
'00:00:38.278',0.255
'00:00:38.281',0.260
'00:00:38.283',0.255
'00:00:38.286',0.255
'00:00:38.289',0.260
'00:00:38.292',0.280
'00:00:38.294',0.280
'00:00:38.297',0.280
'00:00:38.300',0.260
'00:00:38.303',0.265
'00:00:38.306',0.280
'00:00:38.308',0.290
'00:00:38.311',0.285
'00:00:38.314',0.280
'00:00:38.317',0.270
'00:00:38.319',0.270
'00:00:38.322',0.275
'00:00:38.325',0.290
'00:00:38.328',0.295
'00:00:38.331',0.285
'00:00:38.333',0.275
'00:00:38.336',0.285
'00:00:38.339',0.290
'00:00:38.342',0.295
'00:00:38.344',0.305
'00:00:38.347',0.305
'00:00:38.350',0.285
'00:00:38.353',0.280
'00:00:38.356',0.305
'00:00:38.358',0.315
'00:00:38.361',0.315
'00:00:38.364',0.305
'00:00:38.367',0.300
'00:00:38.369',0.285
'00:00:38.372',0.280
'00:00:38.375',0.290
'00:00:38.378',0.285
'00:00:38.381',0.280
'00:00:38.383',0.275
'00:00:38.386',0.265
'00:00:38.389',0.285
'00:00:38.392',0.280
'00:00:38.394',0.285
'00:00:38.397',0.280
'00:00:38.400',0.270
'00:00:38.403',0.255
'00:00:38.406',0.260
'00:00:38.408',0.280
'00:00:38.411',0.265
'00:00:38.414',0.275
'00:00:38.417',0.250
'00:00:38.419',0.245
'00:00:38.422',0.255
'00:00:38.425',0.255
'00:00:38.428',0.275
'00:00:38.431',0.260
'00:00:38.433',0.250
'00:00:38.436',0.240
'00:00:38.439',0.250
'00:00:38.442',0.265
'00:00:38.444',0.255
'00:00:38.447',0.260
'00:00:38.450',0.255
'00:00:38.453',0.260
'00:00:38.456',0.255
'00:00:38.458',0.260
'00:00:38.461',0.250
'00:00:38.464',0.240
'00:00:38.467',0.235
'00:00:38.469',0.235
'00:00:38.472',0.250
'00:00:38.475',0.245
'00:00:38.478',0.245
'00:00:38.481',0.245
'00:00:38.483',0.230
'00:00:38.486',0.225
'00:00:38.489',0.240
'00:00:38.492',0.245
'00:00:38.494',0.250
'00:00:38.497',0.245
'00:00:38.500',0.235
'00:00:38.503',0.225
'00:00:38.506',0.235
'00:00:38.508',0.230
'00:00:38.511',0.240
'00:00:38.514',0.235
'00:00:38.517',0.230
'00:00:38.519',0.220
'00:00:38.522',0.225
'00:00:38.525',0.225
'00:00:38.528',0.220
'00:00:38.531',0.195
'00:00:38.533',0.200
'00:00:38.536',0.195
'00:00:38.539',0.205
'00:00:38.542',0.215
'00:00:38.544',0.215
'00:00:38.547',0.210
'00:00:38.550',0.185
'00:00:38.553',0.175
'00:00:38.556',0.195
'00:00:38.558',0.195
'00:00:38.561',0.190
'00:00:38.564',0.190
'00:00:38.567',0.175
'00:00:38.569',0.190
'00:00:38.572',0.195
'00:00:38.575',0.200
'00:00:38.578',0.185
'00:00:38.581',0.185
'00:00:38.583',0.175
'00:00:38.586',0.170
'00:00:38.589',0.175
'00:00:38.592',0.195
'00:00:38.594',0.180
'00:00:38.597',0.165
'00:00:38.600',0.155
'00:00:38.603',0.140
'00:00:38.606',0.150
'00:00:38.608',0.180
'00:00:38.611',0.175
'00:00:38.614',0.170
'00:00:38.617',0.155
'00:00:38.619',0.160
'00:00:38.622',0.165
'00:00:38.625',0.170
'00:00:38.628',0.155
'00:00:38.631',0.160
'00:00:38.633',0.155
'00:00:38.636',0.155
'00:00:38.639',0.155
'00:00:38.642',0.155
'00:00:38.644',0.150
'00:00:38.647',0.155
'00:00:38.650',0.155
'00:00:38.653',0.150
'00:00:38.656',0.160
'00:00:38.658',0.175
'00:00:38.661',0.175
'00:00:38.664',0.175
'00:00:38.667',0.160
'00:00:38.669',0.155
'00:00:38.672',0.165
'00:00:38.675',0.175
'00:00:38.678',0.170
'00:00:38.681',0.170
'00:00:38.683',0.170
'00:00:38.686',0.165
'00:00:38.689',0.155
'00:00:38.692',0.170
'00:00:38.694',0.170
'00:00:38.697',0.155
'00:00:38.700',0.160
'00:00:38.703',0.165
'00:00:38.706',0.155
'00:00:38.708',0.180
'00:00:38.711',0.170
'00:00:38.714',0.160
'00:00:38.717',0.165
'00:00:38.719',0.165
'00:00:38.722',0.175
'00:00:38.725',0.185
'00:00:38.728',0.180
'00:00:38.731',0.185
'00:00:38.733',0.170
'00:00:38.736',0.175
'00:00:38.739',0.175
'00:00:38.742',0.185
'00:00:38.744',0.180
'00:00:38.747',0.175
'00:00:38.750',0.175
'00:00:38.753',0.175
'00:00:38.756',0.180
'00:00:38.758',0.195
'00:00:38.761',0.190
'00:00:38.764',0.185
'00:00:38.767',0.170
'00:00:38.769',0.190
'00:00:38.772',0.200
'00:00:38.775',0.205
'00:00:38.778',0.190
'00:00:38.781',0.180
'00:00:38.783',0.175
'00:00:38.786',0.170
'00:00:38.789',0.200
'00:00:38.792',0.200
'00:00:38.794',0.195
'00:00:38.797',0.200
'00:00:38.800',0.190
'00:00:38.803',0.165
'00:00:38.806',0.185
'00:00:38.808',0.195
'00:00:38.811',0.200
'00:00:38.814',0.200
'00:00:38.817',0.185
'00:00:38.819',0.190
'00:00:38.822',0.200
'00:00:38.825',0.200
'00:00:38.828',0.220
'00:00:38.831',0.230
'00:00:38.833',0.230
'00:00:38.836',0.235
'00:00:38.839',0.260
'00:00:38.842',0.275
'00:00:38.844',0.290
'00:00:38.847',0.290
'00:00:38.850',0.290
'00:00:38.853',0.280
'00:00:38.856',0.285
'00:00:38.858',0.280
'00:00:38.861',0.250
'00:00:38.864',0.245
'00:00:38.867',0.235
'00:00:38.869',0.235
'00:00:38.872',0.235
'00:00:38.875',0.220
'00:00:38.878',0.225
'00:00:38.881',0.230
'00:00:38.883',0.230
'00:00:38.886',0.235
'00:00:38.889',0.235
'00:00:38.892',0.245
'00:00:38.894',0.235
'00:00:38.897',0.235
'00:00:38.900',0.225
'00:00:38.903',0.215
'00:00:38.906',0.220
'00:00:38.908',0.215
'00:00:38.911',0.200
'00:00:38.914',0.185
'00:00:38.917',0.160
'00:00:38.919',0.160
'00:00:38.922',0.180
'00:00:38.925',0.190
'00:00:38.928',0.185
'00:00:38.931',0.180
'00:00:38.933',0.165
'00:00:38.936',0.165
'00:00:38.939',0.180
'00:00:38.942',0.180
'00:00:38.944',0.175
'00:00:38.947',0.165
'00:00:38.950',0.165
'00:00:38.953',0.155
'00:00:38.956',0.170
'00:00:38.958',0.190
'00:00:38.961',0.175
'00:00:38.964',0.170
'00:00:38.967',0.165
'00:00:38.969',0.155
'00:00:38.972',0.160
'00:00:38.975',0.180
'00:00:38.978',0.160
'00:00:38.981',0.160
'00:00:38.983',0.160
'00:00:38.986',0.155
'00:00:38.989',0.170
'00:00:38.992',0.175
'00:00:38.994',0.170
'00:00:38.997',0.165
'00:00:39.000',0.170
'00:00:39.003',0.160
'00:00:39.006',0.170
'00:00:39.008',0.170
'00:00:39.011',0.175
'00:00:39.014',0.170
'00:00:39.017',0.155
'00:00:39.019',0.100
'00:00:39.022',0.020
'00:00:39.025',-0.055
'00:00:39.028',-0.165
'00:00:39.031',-0.310
'00:00:39.033',-0.470
'00:00:39.036',-0.705
'00:00:39.039',-0.975
'00:00:39.042',-1.215
'00:00:39.044',-1.360
'00:00:39.047',-1.385
'00:00:39.050',-1.345
'00:00:39.053',-1.295
'00:00:39.056',-1.245
'00:00:39.058',-1.185
'00:00:39.061',-1.145
'00:00:39.064',-1.100
'00:00:39.067',-1.080
'00:00:39.069',-1.055
'00:00:39.072',-1.030
'00:00:39.075',-0.980
'00:00:39.078',-0.935
'00:00:39.081',-0.900
'00:00:39.083',-0.865
'00:00:39.086',-0.795
'00:00:39.089',-0.735
'00:00:39.092',-0.660
'00:00:39.094',-0.635
'00:00:39.097',-0.560
'00:00:39.100',-0.475
'00:00:39.103',-0.370
'00:00:39.106',-0.275
'00:00:39.108',-0.190
'00:00:39.111',-0.105
'00:00:39.114',-0.030
'00:00:39.117',0.045
'00:00:39.119',0.110
'00:00:39.122',0.180
'00:00:39.125',0.250
'00:00:39.128',0.295
'00:00:39.131',0.350
'00:00:39.133',0.385
'00:00:39.136',0.405
'00:00:39.139',0.425
'00:00:39.142',0.435
'00:00:39.144',0.435
'00:00:39.147',0.455
'00:00:39.150',0.450
'00:00:39.153',0.470
'00:00:39.156',0.480
'00:00:39.158',0.505
'00:00:39.161',0.495
'00:00:39.164',0.505
'00:00:39.167',0.510
'00:00:39.169',0.510
'00:00:39.172',0.525
'00:00:39.175',0.540
'00:00:39.178',0.545
'00:00:39.181',0.540
'00:00:39.183',0.535
'00:00:39.186',0.530
'00:00:39.189',0.550
'00:00:39.192',0.570
'00:00:39.194',0.560
'00:00:39.197',0.555
'00:00:39.200',0.545
'00:00:39.203',0.555
'00:00:39.206',0.560
'00:00:39.208',0.560
'00:00:39.211',0.570
'00:00:39.214',0.565
'00:00:39.217',0.555
'00:00:39.219',0.555
'00:00:39.222',0.565
'00:00:39.225',0.575
'00:00:39.228',0.570
'00:00:39.231',0.590
'00:00:39.233',0.565
'00:00:39.236',0.570
'00:00:39.239',0.585
'00:00:39.242',0.590
'00:00:39.244',0.600
'00:00:39.247',0.595
'00:00:39.250',0.590
'00:00:39.253',0.585
'00:00:39.256',0.585
'00:00:39.258',0.595
'00:00:39.261',0.595
'00:00:39.264',0.595
'00:00:39.267',0.590
'00:00:39.269',0.585
'00:00:39.272',0.600
'00:00:39.275',0.620
'00:00:39.278',0.610
'00:00:39.281',0.605
'00:00:39.283',0.580
'00:00:39.286',0.570
'00:00:39.289',0.580
'00:00:39.292',0.600
'00:00:39.294',0.585
'00:00:39.297',0.580
'00:00:39.300',0.565
'00:00:39.303',0.560
'00:00:39.306',0.570
'00:00:39.308',0.580
'00:00:39.311',0.560
'00:00:39.314',0.545
'00:00:39.317',0.545
'00:00:39.319',0.540
'00:00:39.322',0.540
'00:00:39.325',0.555
'00:00:39.328',0.540
'00:00:39.331',0.520
'00:00:39.333',0.520
'00:00:39.336',0.510
'00:00:39.339',0.500
'00:00:39.342',0.510
'00:00:39.344',0.500
'00:00:39.347',0.485
'00:00:39.350',0.480
'00:00:39.353',0.455
'00:00:39.356',0.450
'00:00:39.358',0.445
'00:00:39.361',0.425
'00:00:39.364',0.410
'00:00:39.367',0.380
'00:00:39.369',0.355
'00:00:39.372',0.360
'00:00:39.375',0.365
'00:00:39.378',0.350
'00:00:39.381',0.330
'00:00:39.383',0.320
'00:00:39.386',0.315
'00:00:39.389',0.320
'00:00:39.392',0.320
'00:00:39.394',0.310
'00:00:39.397',0.305
'00:00:39.400',0.285
'00:00:39.403',0.280
'00:00:39.406',0.290
'00:00:39.408',0.290
'00:00:39.411',0.290
'00:00:39.414',0.285
'00:00:39.417',0.275
'00:00:39.419',0.275
'00:00:39.422',0.285
'00:00:39.425',0.290
'00:00:39.428',0.290
'00:00:39.431',0.290
'00:00:39.433',0.285
'00:00:39.436',0.295
'00:00:39.439',0.300
'00:00:39.442',0.290
'00:00:39.444',0.295
'00:00:39.447',0.280
'00:00:39.450',0.285
'00:00:39.453',0.275
'00:00:39.456',0.285
'00:00:39.458',0.300
'00:00:39.461',0.300
'00:00:39.464',0.290
'00:00:39.467',0.280
'00:00:39.469',0.285
'00:00:39.472',0.300
'00:00:39.475',0.310
'00:00:39.478',0.305
'00:00:39.481',0.305
'00:00:39.483',0.295
'00:00:39.486',0.305
'00:00:39.489',0.320
'00:00:39.492',0.340
'00:00:39.494',0.315
'00:00:39.497',0.325
'00:00:39.500',0.310
'00:00:39.503',0.310
'00:00:39.506',0.320
'00:00:39.508',0.335
'00:00:39.511',0.340
'00:00:39.514',0.325
'00:00:39.517',0.320
'00:00:39.519',0.305
'00:00:39.522',0.330
'00:00:39.525',0.330
'00:00:39.528',0.335
'00:00:39.531',0.340
'00:00:39.533',0.320
'00:00:39.536',0.315
'00:00:39.539',0.335
'00:00:39.542',0.340
'00:00:39.544',0.345
'00:00:39.547',0.325
'00:00:39.550',0.320
'00:00:39.553',0.330
'00:00:39.556',0.325
'00:00:39.558',0.335
'00:00:39.561',0.340
'00:00:39.564',0.305
'00:00:39.567',0.295
'00:00:39.569',0.300
'00:00:39.572',0.310
'00:00:39.575',0.325
'00:00:39.578',0.320
'00:00:39.581',0.325
'00:00:39.583',0.295
'00:00:39.586',0.300
'00:00:39.589',0.310
'00:00:39.592',0.310
'00:00:39.594',0.320
'00:00:39.597',0.320
'00:00:39.600',0.305
'00:00:39.603',0.305
'00:00:39.606',0.315
'00:00:39.608',0.320
'00:00:39.611',0.310
'00:00:39.614',0.295
'00:00:39.617',0.280
'00:00:39.619',0.280
'00:00:39.622',0.290
'00:00:39.625',0.295
'00:00:39.628',0.290
'00:00:39.631',0.285
'00:00:39.633',0.275
'00:00:39.636',0.265
'00:00:39.639',0.275
'00:00:39.642',0.295
'00:00:39.644',0.285
'00:00:39.647',0.285
'00:00:39.650',0.275
'00:00:39.653',0.275
'00:00:39.656',0.280
'00:00:39.658',0.305
'00:00:39.661',0.290
'00:00:39.664',0.270
'00:00:39.667',0.275
'00:00:39.669',0.250
'00:00:39.672',0.255
'00:00:39.675',0.265
'00:00:39.678',0.270
'00:00:39.681',0.260
'00:00:39.683',0.245
'00:00:39.686',0.265
'00:00:39.689',0.255
'00:00:39.692',0.280
'00:00:39.694',0.280
'00:00:39.697',0.265
'00:00:39.700',0.260
'00:00:39.703',0.260
'00:00:39.706',0.270
'00:00:39.708',0.270
'00:00:39.711',0.265
'00:00:39.714',0.270
'00:00:39.717',0.250
'00:00:39.719',0.250
'00:00:39.722',0.255
'00:00:39.725',0.265
'00:00:39.728',0.260
'00:00:39.731',0.255
'00:00:39.733',0.245
'00:00:39.736',0.255
'00:00:39.739',0.250
'00:00:39.742',0.270
'00:00:39.744',0.255
'00:00:39.747',0.250
'00:00:39.750',0.235
'00:00:39.753',0.245
'00:00:39.756',0.250
'00:00:39.758',0.265
'00:00:39.761',0.275
'00:00:39.764',0.260
'00:00:39.767',0.230
'00:00:39.769',0.230
'00:00:39.772',0.255
'00:00:39.775',0.265
'00:00:39.778',0.265
'00:00:39.781',0.255
'00:00:39.783',0.240
'00:00:39.786',0.235
'00:00:39.789',0.245
'00:00:39.792',0.255
'00:00:39.794',0.250
'00:00:39.797',0.245
'00:00:39.800',0.230
'00:00:39.803',0.230
'00:00:39.806',0.240
'00:00:39.808',0.260
'00:00:39.811',0.245
'00:00:39.814',0.240
'00:00:39.817',0.225
'00:00:39.819',0.220
'00:00:39.822',0.230
'00:00:39.825',0.245
'00:00:39.828',0.255
'00:00:39.831',0.245
'00:00:39.833',0.235
'00:00:39.836',0.220
'00:00:39.839',0.220
'00:00:39.842',0.225
'00:00:39.844',0.220
'00:00:39.847',0.215
'00:00:39.850',0.215
'00:00:39.853',0.210
'00:00:39.856',0.215
'00:00:39.858',0.220
'00:00:39.861',0.210
'00:00:39.864',0.205
'00:00:39.867',0.210
'00:00:39.869',0.210
'00:00:39.872',0.210
'00:00:39.875',0.220
'00:00:39.878',0.225
'00:00:39.881',0.215
'00:00:39.883',0.205
'00:00:39.886',0.215
'00:00:39.889',0.210
'00:00:39.892',0.225
'00:00:39.894',0.220
'00:00:39.897',0.210
'00:00:39.900',0.195
'00:00:39.903',0.195
'00:00:39.906',0.190
'00:00:39.908',0.205
'00:00:39.911',0.215
'00:00:39.914',0.205
'00:00:39.917',0.205
'00:00:39.919',0.210
'00:00:39.922',0.215
'00:00:39.925',0.220
'00:00:39.928',0.220
'00:00:39.931',0.230
'00:00:39.933',0.240
'00:00:39.936',0.240
'00:00:39.939',0.260
'00:00:39.942',0.280
'00:00:39.944',0.285
'00:00:39.947',0.280
'00:00:39.950',0.260
'00:00:39.953',0.285
'00:00:39.956',0.290
'00:00:39.958',0.305
'00:00:39.961',0.290
'00:00:39.964',0.275
'00:00:39.967',0.255
'00:00:39.969',0.245
'00:00:39.972',0.255
'00:00:39.975',0.255
'00:00:39.978',0.235
'00:00:39.981',0.235
'00:00:39.983',0.225
'00:00:39.986',0.230
'00:00:39.989',0.245
'00:00:39.992',0.245
'00:00:39.994',0.240
'00:00:39.997',0.230
'00:00:40.000',0.215
'00:00:40.003',0.200
'00:00:40.006',0.200
'00:00:40.008',0.210
'00:00:40.011',0.205
'00:00:40.014',0.185
'00:00:40.017',0.145
'00:00:40.019',0.145
'00:00:40.022',0.155
'00:00:40.025',0.160
'00:00:40.028',0.155
'00:00:40.031',0.155
'00:00:40.033',0.160
'00:00:40.036',0.150
'00:00:40.039',0.160
'00:00:40.042',0.175
'00:00:40.044',0.165
'00:00:40.047',0.165
'00:00:40.050',0.165
'00:00:40.053',0.150
'00:00:40.056',0.155
'00:00:40.058',0.175
'00:00:40.061',0.165
'00:00:40.064',0.165
'00:00:40.067',0.140
'00:00:40.069',0.135
'00:00:40.072',0.125
'00:00:40.075',0.135
'00:00:40.078',0.135
'00:00:40.081',0.140
'00:00:40.083',0.145
'00:00:40.086',0.150
'00:00:40.089',0.145
'00:00:40.092',0.175
'00:00:40.094',0.155
'00:00:40.097',0.160
'00:00:40.100',0.135
'00:00:40.103',0.140
'00:00:40.106',0.150
'00:00:40.108',0.165
'00:00:40.111',0.175
'00:00:40.114',0.160
'00:00:40.117',0.120
'00:00:40.119',0.060
'00:00:40.122',-0.010
'00:00:40.125',-0.090
'00:00:40.128',-0.180
'00:00:40.131',-0.320
'00:00:40.133',-0.530
'00:00:40.136',-0.795
'00:00:40.139',-1.075
'00:00:40.142',-1.260
'00:00:40.144',-1.335
'00:00:40.147',-1.320
'00:00:40.150',-1.280
'00:00:40.153',-1.240
'00:00:40.156',-1.190
'00:00:40.158',-1.135
'00:00:40.161',-1.075
'00:00:40.164',-1.030
'00:00:40.167',-1.015
'00:00:40.169',-0.985
'00:00:40.172',-0.930
'00:00:40.175',-0.885
'00:00:40.178',-0.840
'00:00:40.181',-0.795
'00:00:40.183',-0.735
'00:00:40.186',-0.695
'00:00:40.189',-0.625
'00:00:40.192',-0.535
'00:00:40.194',-0.430
'00:00:40.197',-0.325
'00:00:40.200',-0.250
'00:00:40.203',-0.190
'00:00:40.206',-0.110
'00:00:40.208',-0.030
'00:00:40.211',0.020
'00:00:40.214',0.085
'00:00:40.217',0.135
'00:00:40.219',0.185
'00:00:40.222',0.260
'00:00:40.225',0.305
'00:00:40.228',0.335
'00:00:40.231',0.335
'00:00:40.233',0.325
'00:00:40.236',0.320
'00:00:40.239',0.345
'00:00:40.242',0.375
'00:00:40.244',0.385
'00:00:40.247',0.390
'00:00:40.250',0.390
'00:00:40.253',0.395
'00:00:40.256',0.405
'00:00:40.258',0.430
'00:00:40.261',0.425
'00:00:40.264',0.430
'00:00:40.267',0.425
'00:00:40.269',0.415
'00:00:40.272',0.425
'00:00:40.275',0.450
'00:00:40.278',0.445
'00:00:40.281',0.445
'00:00:40.283',0.445
'00:00:40.286',0.445
'00:00:40.289',0.455
'00:00:40.292',0.470
'00:00:40.294',0.460
'00:00:40.297',0.460
'00:00:40.300',0.445
'00:00:40.303',0.445
'00:00:40.306',0.460
'00:00:40.308',0.495
'00:00:40.311',0.490
'00:00:40.314',0.480
'00:00:40.317',0.470
'00:00:40.319',0.455
'00:00:40.322',0.470
'00:00:40.325',0.490
'00:00:40.328',0.495
'00:00:40.331',0.490
'00:00:40.333',0.470
'00:00:40.336',0.460
'00:00:40.339',0.480
'00:00:40.342',0.480
'00:00:40.344',0.490
'00:00:40.347',0.505
'00:00:40.350',0.495
'00:00:40.353',0.475
'00:00:40.356',0.465
'00:00:40.358',0.475
'00:00:40.361',0.485
'00:00:40.364',0.485
'00:00:40.367',0.485
'00:00:40.369',0.490
'00:00:40.372',0.490
'00:00:40.375',0.480
'00:00:40.378',0.460
'00:00:40.381',0.470
'00:00:40.383',0.465
'00:00:40.386',0.460
'00:00:40.389',0.470
'00:00:40.392',0.490
'00:00:40.394',0.485
'00:00:40.397',0.480
'00:00:40.400',0.455
'00:00:40.403',0.440
'00:00:40.406',0.445
'00:00:40.408',0.450
'00:00:40.411',0.450
'00:00:40.414',0.440
'00:00:40.417',0.440
'00:00:40.419',0.420
'00:00:40.422',0.420
'00:00:40.425',0.415
'00:00:40.428',0.420
'00:00:40.431',0.410
'00:00:40.433',0.395
'00:00:40.436',0.370
'00:00:40.439',0.360
'00:00:40.442',0.380
'00:00:40.444',0.355
'00:00:40.447',0.325
'00:00:40.450',0.305
'00:00:40.453',0.285
'00:00:40.456',0.305
'00:00:40.458',0.305
'00:00:40.461',0.290
'00:00:40.464',0.280
'00:00:40.467',0.270
'00:00:40.469',0.260
'00:00:40.472',0.265
'00:00:40.475',0.250
'00:00:40.478',0.250
'00:00:40.481',0.210
'00:00:40.483',0.190
'00:00:40.486',0.180
'00:00:40.489',0.185
'00:00:40.492',0.170
'00:00:40.494',0.170
'00:00:40.497',0.160
'00:00:40.500',0.165
'00:00:40.503',0.150
'00:00:40.506',0.150
'00:00:40.508',0.155
'00:00:40.511',0.155
'00:00:40.514',0.150
'00:00:40.517',0.150
'00:00:40.519',0.150
'00:00:40.522',0.160
'00:00:40.525',0.170
'00:00:40.528',0.150
'00:00:40.531',0.165
'00:00:40.533',0.155
'00:00:40.536',0.165
'00:00:40.539',0.165
'00:00:40.542',0.185
'00:00:40.544',0.180
'00:00:40.547',0.165
'00:00:40.550',0.165
'00:00:40.553',0.165
'00:00:40.556',0.175
'00:00:40.558',0.185
'00:00:40.561',0.205
'00:00:40.564',0.215
'00:00:40.567',0.190
'00:00:40.569',0.205
'00:00:40.572',0.195
'00:00:40.575',0.185
'00:00:40.578',0.165
'00:00:40.581',0.175
'00:00:40.583',0.175
'00:00:40.586',0.175
'00:00:40.589',0.185
'00:00:40.592',0.210
'00:00:40.594',0.205
'00:00:40.597',0.200
'00:00:40.600',0.190
'00:00:40.603',0.195
'00:00:40.606',0.210
'00:00:40.608',0.220
'00:00:40.611',0.220
'00:00:40.614',0.215
'00:00:40.617',0.215
'00:00:40.619',0.210
'00:00:40.622',0.205
'00:00:40.625',0.235
'00:00:40.628',0.230
'00:00:40.631',0.230
'00:00:40.633',0.240
'00:00:40.636',0.240
'00:00:40.639',0.250
'00:00:40.642',0.245
'00:00:40.644',0.255
'00:00:40.647',0.255
'00:00:40.650',0.235
'00:00:40.653',0.230
'00:00:40.656',0.235
'00:00:40.658',0.250
'00:00:40.661',0.250
'00:00:40.664',0.235
'00:00:40.667',0.230
'00:00:40.669',0.235
'00:00:40.672',0.250
'00:00:40.675',0.250
'00:00:40.678',0.245
'00:00:40.681',0.245
'00:00:40.683',0.225
'00:00:40.686',0.225
'00:00:40.689',0.245
'00:00:40.692',0.245
'00:00:40.694',0.250
'00:00:40.697',0.245
'00:00:40.700',0.240
'00:00:40.703',0.230
'00:00:40.706',0.240
'00:00:40.708',0.240
'00:00:40.711',0.225
'00:00:40.714',0.210
'00:00:40.717',0.195
'00:00:40.719',0.190
'00:00:40.722',0.200
'00:00:40.725',0.235
'00:00:40.728',0.220
'00:00:40.731',0.215
'00:00:40.733',0.205
'00:00:40.736',0.210
'00:00:40.739',0.215
'00:00:40.742',0.220
'00:00:40.744',0.215
'00:00:40.747',0.210
'00:00:40.750',0.205
'00:00:40.753',0.220
'00:00:40.756',0.220
'00:00:40.758',0.200
'00:00:40.761',0.210
'00:00:40.764',0.195
'00:00:40.767',0.195
'00:00:40.769',0.175
'00:00:40.772',0.205
'00:00:40.775',0.215
'00:00:40.778',0.210
'00:00:40.781',0.200
'00:00:40.783',0.190
'00:00:40.786',0.185
'00:00:40.789',0.205
'00:00:40.792',0.210
'00:00:40.794',0.220
'00:00:40.797',0.215
'00:00:40.800',0.220
'00:00:40.803',0.205
'00:00:40.806',0.205
'00:00:40.808',0.235
'00:00:40.811',0.230
'00:00:40.814',0.210
'00:00:40.817',0.200
'00:00:40.819',0.200
'00:00:40.822',0.215
'00:00:40.825',0.235
'00:00:40.828',0.205
'00:00:40.831',0.200
'00:00:40.833',0.195
'00:00:40.836',0.215
'00:00:40.839',0.215
'00:00:40.842',0.230
'00:00:40.844',0.220
'00:00:40.847',0.205
'00:00:40.850',0.195
'00:00:40.853',0.195
'00:00:40.856',0.210
'00:00:40.858',0.230
'00:00:40.861',0.235
'00:00:40.864',0.225
'00:00:40.867',0.205
'00:00:40.869',0.195
'00:00:40.872',0.210
'00:00:40.875',0.220
'00:00:40.878',0.210
'00:00:40.881',0.215
'00:00:40.883',0.195
'00:00:40.886',0.190
'00:00:40.889',0.200
'00:00:40.892',0.210
'00:00:40.894',0.215
'00:00:40.897',0.210
'00:00:40.900',0.210
'00:00:40.903',0.205
'00:00:40.906',0.215
'00:00:40.908',0.230
'00:00:40.911',0.230
'00:00:40.914',0.225
'00:00:40.917',0.210
'00:00:40.919',0.200
'00:00:40.922',0.220
'00:00:40.925',0.245
'00:00:40.928',0.230
'00:00:40.931',0.225
'00:00:40.933',0.215
'00:00:40.936',0.210
'00:00:40.939',0.200
'00:00:40.942',0.205
'00:00:40.944',0.210
'00:00:40.947',0.215
'00:00:40.950',0.210
'00:00:40.953',0.205
'00:00:40.956',0.210
'00:00:40.958',0.225
'00:00:40.961',0.225
'00:00:40.964',0.220
'00:00:40.967',0.215
'00:00:40.969',0.220
'00:00:40.972',0.225
'00:00:40.975',0.240
'00:00:40.978',0.225
'00:00:40.981',0.230
'00:00:40.983',0.215
'00:00:40.986',0.215
'00:00:40.989',0.230
'00:00:40.992',0.255
'00:00:40.994',0.255
'00:00:40.997',0.255
'00:00:41.000',0.265
'00:00:41.003',0.285
'00:00:41.006',0.295
'00:00:41.008',0.315
'00:00:41.011',0.325
'00:00:41.014',0.330
'00:00:41.017',0.325
'00:00:41.019',0.295
'00:00:41.022',0.290
'00:00:41.025',0.275
'00:00:41.028',0.280
'00:00:41.031',0.260
'00:00:41.033',0.235
'00:00:41.036',0.240
'00:00:41.039',0.245
'00:00:41.042',0.260
'00:00:41.044',0.270
'00:00:41.047',0.265
'00:00:41.050',0.265
'00:00:41.053',0.250
'00:00:41.056',0.250
'00:00:41.058',0.265
'00:00:41.061',0.260
'00:00:41.064',0.275
'00:00:41.067',0.260
'00:00:41.069',0.250
'00:00:41.072',0.225
'00:00:41.075',0.205
'00:00:41.078',0.195
'00:00:41.081',0.210
'00:00:41.083',0.200
'00:00:41.086',0.185
'00:00:41.089',0.200
'00:00:41.092',0.215
'00:00:41.094',0.210
'00:00:41.097',0.205
